200 32344
153 75 3
136 194 1
191 12 2
74 27 3
76 150 2
25 65 2
16 10 3
100 140 1
186 21 2
136 78 3
197 178 1
88 173 2
31 58 3
39 84 2
19 16 3
167 188 3
127 32 1
10 36 3
122 70 3
47 18 3
32 28 2
19 14 3
137 72 1
116 117 2
128 113 3
25 18 2
92 148 2
69 56 3
194 188 1
31 91 2
168 120 3
78 161 1
141 187 3
91 63 3
11 171 1
154 165 2
113 88 3
3 146 2
153 97 3
170 118 3
86 116 2
187 19 2
32 164 3
46 148 1
103 169 2
148 106 3
80 196 2
65 163 2
137 103 3
124 135 1
114 4 3
78 100 3
187 54 1
185 11 2
93 7 3
163 161 2
84 116 2
163 116 3
1 112 1
147 118 2
14 79 3
158 131 2
140 96 2
112 142 3
56 149 1
113 29 2
48 142 3
23 173 3
55 81 2
90 171 3
175 98 3
79 114 2
125 45 3
166 126 2
65 129 2
170 127 3
92 136 2
145 187 2
9 69 3
100 197 3
42 17 3
5 103 3
45 24 2
177 61 2
153 18 3
148 51 3
183 182 3
74 91 3
7 88 3
30 80 2
70 148 3
93 169 2
163 38 2
173 114 3
147 198 1
21 140 2
195 154 3
98 78 1
15 26 3
33 114 3
199 66 1
81 28 2
36 137 3
66 96 2
71 13 2
126 80 3
139 152 3
6 11 2
44 17 3
14 107 3
144 21 2
104 123 3
87 144 3
47 177 2
52 33 3
4 124 3
121 156 2
166 141 3
139 17 1
88 3 3
174 103 3
152 44 3
41 121 2
190 59 3
126 12 2
187 35 2
143 59 3
129 99 3
87 56 3
68 131 3
150 174 2
15 163 3
171 91 3
7 187 1
23 64 2
86 183 3
135 22 2
113 147 2
191 77 3
167 38 3
74 178 2
50 15 3
80 191 1
181 158 2
89 167 3
184 46 3
111 139 3
168 183 3
139 160 2
111 120 2
161 128 3
150 48 1
166 169 3
178 106 3
21 96 1
177 76 2
156 84 3
22 108 1
58 153 2
50 141 3
60 188 2
152 84 3
145 108 3
162 91 3
108 60 2
107 194 3
33 85 1
76 78 3
9 43 3
55 34 2
81 79 3
105 37 3
104 97 1
194 91 2
191 40 3
141 194 2
143 96 2
199 120 3
101 7 1
102 20 2
74 194 3
67 52 1
173 7 3
184 153 3
141 148 1
10 148 2
171 110 3
44 159 3
30 188 3
192 188 3
70 200 1
98 115 2
161 12 3
33 56 3
91 21 2
184 107 3
105 141 1
135 130 3
106 96 3
94 35 2
74 126 2
146 50 3
147 18 1
13 171 2
58 64 3
142 169 3
56 102 2
184 73 3
106 4 1
140 158 2
147 62 3
1 57 1
149 9 2
99 89 3
70 67 3
70 150 2
81 18 3
191 5 2
137 43 2
64 105 3
142 174 2
136 113 3
143 79 3
53 106 1
85 66 2
52 133 3
169 16 1
54 44 2
88 16 3
107 110 3
166 57 2
165 114 3
103 84 3
110 154 2
110 81 3
53 193 2
181 86 2
13 22 3
24 154 3
116 53 2
62 40 3
61 153 1
163 127 2
169 23 3
193 198 1
46 98 3
2 26 3
171 109 2
3 141 2
23 3 3
20 170 3
67 20 3
154 38 3
55 197 3
47 30 2
111 184 3
191 153 1
20 23 2
160 140 3
164 100 3
190 8 3
91 200 3
1 195 1
168 136 2
16 77 3
148 86 1
34 36 2
29 103 3
17 98 3
165 3 2
68 64 3
179 183 1
4 156 2
13 112 3
75 56 2
93 192 2
25 102 3
52 186 3
55 107 2
181 101 3
100 102 1
154 158 2
40 141 3
74 32 1
81 39 2
16 13 3
125 137 2
114 118 2
87 136 3
193 19 1
27 103 3
195 109 3
147 76 2
85 87 2
149 20 3
149 53 1
149 129 3
34 71 3
93 167 2
161 88 2
137 84 3
153 156 3
10 88 2
31 83 3
181 20 1
101 82 2
175 106 3
35 42 3
114 140 2
77 103 3
190 145 1
125 122 2
134 54 3
9 31 2
197 111 2
147 188 3
25 98 2
187 4 2
76 173 3
123 122 3
44 75 2
68 47 3
2 120 3
92 9 2
57 142 3
102 143 1
36 27 2
47 7 3
100 8 1
62 25 2
99 179 3
109 162 3
85 126 2
67 83 3
155 82 1
28 116 2
160 3 3
43 105 3
18 69 2
105 86 3
76 194 1
24 143 3
6 7 3
100 168 3
85 68 3
41 113 3
169 199 3
121 32 3
73 49 3
131 95 2
149 174 2
129 79 3
145 18 3
145 16 2
34 20 3
180 15 1
44 32 3
51 164 3
94 177 2
87 75 3
148 186 3
157 22 3
103 128 2
132 180 3
173 46 1
167 85 2
36 76 3
152 46 1
50 151 2
20 199 3
156 62 3
105 138 2
22 185 3
189 91 1
134 128 2
67 70 3
198 172 2
44 18 2
37 182 3
45 64 2
17 32 2
42 192 3
191 200 1
37 192 2
159 150 3
70 86 1
132 139 2
110 118 3
177 148 1
83 139 2
17 40 3
66 59 2
113 43 3
36 107 3
20 57 2
90 46 2
118 94 3
162 165 2
39 127 2
141 162 3
186 189 1
190 174 2
127 61 3
17 127 1
38 170 2
13 110 3
94 147 2
138 98 2
53 83 3
12 137 1
176 15 2
58 10 3
143 178 1
18 120 2
145 38 3
118 124 1
155 171 3
1 134 3
147 199 1
142 153 2
145 152 3
66 114 3
133 57 2
29 179 3
14 30 1
111 35 2
37 138 3
81 148 2
102 198 2
168 151 3
90 65 2
113 184 2
199 195 3
109 185 3
55 139 3
157 121 3
66 176 3
104 82 2
76 165 3
195 45 2
26 35 3
37 130 3
170 37 2
20 9 2
135 19 3
117 88 2
26 102 3
156 198 3
45 200 1
116 188 3
155 93 3
69 9 3
85 19 2
66 156 3
32 14 1
31 121 3
31 102 3
73 102 3
46 23 2
111 149 3
54 109 1
38 118 2
169 56 3
134 53 3
176 100 2
129 40 3
176 196 1
183 105 2
193 31 3
179 159 1
107 75 2
155 68 3
152 91 1
19 155 3
117 44 3
170 60 3
74 99 3
29 107 3
104 35 1
147 43 3
187 125 3
74 150 1
28 93 3
174 32 3
59 9 1
182 102 3
173 99 3
33 143 1
61 33 3
71 59 3
169 175 3
31 70 2
191 199 3
102 82 1
74 165 2
78 35 3
126 31 3
100 132 2
144 34 3
158 50 3
100 94 2
15 7 3
31 154 1
108 27 2
81 139 3
20 10 3
118 79 3
171 123 3
118 165 1
164 197 2
50 131 3
115 5 2
131 182 3
26 189 3
91 190 1
92 23 2
190 19 3
74 172 1
7 40 2
33 110 3
46 110 3
20 162 2
78 77 3
72 170 1
91 107 3
139 111 3
162 9 3
147 153 2
10 181 3
176 59 1
121 191 2
90 183 3
57 75 3
182 180 3
57 131 3
195 21 1
79 59 2
82 139 3
2 95 2
31 143 3
47 117 3
105 23 2
102 199 2
54 2 3
4 164 2
141 44 2
186 166 3
196 119 2
10 116 2
30 76 3
34 25 2
128 144 2
134 55 3
86 135 3
138 20 3
60 43 3
60 25 1
91 192 2
158 144 3
170 186 1
41 137 2
30 183 3
11 138 1
76 85 2
76 187 3
43 110 2
199 156 2
16 32 3
172 51 3
195 107 2
115 44 3
169 67 1
181 197 2
148 30 3
148 176 2
129 106 2
133 34 3
152 18 3
114 161 2
118 2 3
174 81 2
66 87 3
104 42 3
136 127 1
189 20 2
182 43 3
64 23 2
74 17 2
193 81 3
179 9 2
81 124 2
11 190 3
18 111 1
29 200 2
1 55 3
76 38 2
21 43 3
12 55 3
166 19 3
63 8 2
97 17 3
50 186 1
14 160 2
41 197 3
83 186 1
11 16 2
176 116 3
191 37 2
36 29 2
1 113 3
189 130 3
164 41 2
141 85 3
179 94 2
165 172 3
191 43 3
179 53 3
64 114 2
80 157 3
168 130 3
20 186 2
135 94 3
60 182 3
75 80 3
83 189 3
107 23 1
183 3 2
26 186 3
174 66 2
162 124 2
186 190 3
144 107 1
31 106 2
91 20 3
108 78 2
77 62 2
77 174 3
146 163 1
90 37 2
75 192 3
10 64 1
77 12 2
51 92 3
93 152 3
129 109 2
177 65 3
111 168 1
132 175 2
64 22 3
134 19 3
89 162 2
37 168 3
105 45 3
6 163 2
91 118 3
106 94 1
198 26 2
98 188 3
195 61 3
178 126 2
197 135 3
71 189 3
110 125 2
165 160 3
185 79 1
135 67 2
155 184 3
148 140 3
160 137 3
39 125 3
63 103 3
33 173 3
136 98 3
63 98 1
69 46 3
167 2 3
21 86 1
96 107 3
147 163 3
188 87 2
95 48 2
21 16 3
74 160 3
59 146 3
198 68 3
160 2 3
125 134 3
148 59 3
58 184 1
69 184 2
73 178 3
139 36 1
18 41 2
149 118 3
106 180 3
134 200 2
133 168 3
87 115 2
84 14 2
127 133 3
132 27 1
77 198 2
121 108 3
27 21 2
90 199 2
185 129 3
115 98 2
140 194 2
167 106 3
198 156 3
11 77 2
169 200 3
26 178 3
43 179 2
180 70 3
188 111 2
50 2 3
59 14 3
35 200 1
141 157 3
81 99 3
91 43 1
151 143 2
172 180 3
187 196 2
5 116 2
54 19 3
117 30 2
50 140 3
27 131 3
28 17 3
17 193 2
64 17 3
43 173 2
70 69 2
134 65 3
96 87 1
130 171 2
107 115 3
150 11 1
104 138 3
123 87 3
195 193 3
11 32 2
69 119 3
186 150 3
174 91 2
135 175 3
93 143 2
138 90 3
85 170 3
45 57 2
139 146 2
177 191 3
117 19 2
189 54 2
127 15 3
178 97 3
11 57 2
33 38 3
57 102 3
56 105 2
85 135 3
80 113 1
163 81 2
159 100 3
103 174 3
96 95 2
109 58 3
141 122 3
185 142 3
167 109 3
40 113 1
77 144 2
88 93 3
48 87 3
148 79 2
163 79 3
159 161 1
37 164 2
38 97 3
163 98 1
149 154 2
154 63 3
136 83 3
60 50 2
161 176 3
33 194 2
166 14 2
132 163 3
145 86 1
46 121 2
120 136 3
30 78 1
125 171 2
186 56 3
112 78 2
188 89 2
36 23 3
120 171 3
178 155 3
45 48 3
197 72 1
4 166 2
38 77 3
34 172 1
140 76 2
194 79 3
51 4 2
39 8 2
129 77 3
175 61 2
94 32 2
7 200 3
38 165 2
158 69 2
169 114 3
24 38 3
81 174 2
74 30 3
132 178 3
185 189 2
51 6 3
27 157 3
144 81 2
55 195 3
166 72 2
23 185 2
133 73 3
147 148 1
61 26 2
161 183 3
22 174 2
148 9 2
175 66 3
41 152 3
41 127 2
41 157 3
197 3 1
6 123 3
149 39 3
14 20 2
111 71 3
81 68 3
42 200 1
157 192 2
171 66 3
176 131 1
167 74 3
194 45 3
193 63 2
58 24 2
156 7 3
66 146 1
48 198 3
83 49 3
95 80 3
163 59 2
6 181 3
6 191 2
20 75 2
160 134 3
114 26 2
129 162 3
106 11 3
174 15 2
65 98 2
21 84 3
35 85 1
29 75 2
157 137 3
198 185 1
1 173 2
164 169 3
22 186 2
117 146 2
108 62 3
124 31 3
14 138 2
56 65 3
167 71 1
80 15 2
85 82 3
21 52 2
49 20 2
131 70 3
119 129 1
62 82 2
15 107 3
134 136 1
41 73 2
31 7 3
66 29 1
9 126 2
104 162 3
111 197 2
198 83 2
121 31 3
15 171 1
16 129 2
173 31 3
175 90 2
153 64 2
150 17 3
80 111 1
133 144 2
140 57 3
199 64 3
147 92 2
109 114 3
105 56 2
64 183 3
134 25 3
128 22 3
103 72 2
188 28 3
93 6 3
14 196 3
35 26 3
123 88 2
4 141 2
81 114 3
160 158 3
131 171 2
138 136 3
28 107 1
41 158 2
165 30 3
28 71 3
194 21 2
60 10 3
15 47 2
48 65 2
115 156 3
31 185 1
20 143 3
182 12 3
130 151 1
60 163 3
191 102 3
197 109 3
156 190 2
177 30 3
186 83 1
133 169 2
108 117 3
120 199 3
146 152 2
97 143 3
20 130 3
186 99 2
186 103 3
3 49 2
91 113 3
111 178 3
19 54 3
151 120 2
52 86 3
59 60 2
151 174 2
164 198 3
96 172 2
114 30 2
189 66 3
16 6 1
18 83 2
148 45 3
182 113 1
161 144 2
86 48 3
38 2 1
164 154 2
195 162 3
41 184 1
54 178 2
39 19 3
117 162 2
138 64 3
10 22 3
96 104 1
81 17 2
38 172 3
141 180 1
109 140 2
199 188 3
69 83 3
58 157 3
62 19 3
26 59 1
39 75 2
8 106 3
166 58 2
179 93 2
100 161 3
49 198 1
178 85 2
90 34 3
50 75 1
64 124 2
84 184 3
91 80 1
26 167 2
97 165 3
17 114 1
88 67 3
47 76 3
129 37 3
39 25 2
146 69 3
113 27 2
59 136 3
27 60 3
189 45 1
49 130 3
114 41 3
27 65 1
148 154 2
46 157 3
97 56 1
139 129 3
162 179 3
117 77 1
79 46 2
168 52 3
35 58 2
85 43 2
156 22 3
62 128 1
199 168 3
130 62 3
81 171 2
52 195 2
196 144 3
22 102 3
20 56 2
37 179 3
175 95 1
189 196 2
106 133 3
122 116 3
174 151 2
20 118 3
120 162 1
55 128 2
58 145 3
199 194 1
12 80 2
92 48 3
118 77 1
38 5 2
72 138 3
8 156 1
20 139 2
159 101 3
25 72 1
67 53 3
35 92 3
85 39 1
86 181 2
8 112 3
96 157 1
96 64 2
71 120 3
51 181 2
58 161 2
94 159 3
30 12 1
8 71 3
85 81 3
151 141 2
153 102 3
106 154 3
137 138 2
27 120 3
199 126 3
47 169 1
5 18 2
199 98 3
140 68 3
22 93 2
88 106 3
89 151 1
5 108 2
12 163 3
16 25 1
87 45 2
16 69 3
56 159 3
36 87 2
155 48 3
25 177 2
102 148 2
133 148 3
88 68 2
175 142 2
14 179 3
43 163 3
143 127 2
150 99 3
151 192 1
84 200 2
64 110 3
29 73 3
8 89 3
91 143 3
22 50 2
44 196 3
16 191 3
134 94 1
72 105 3
189 154 3
140 188 2
84 138 2
119 134 3
71 100 2
80 193 2
42 39 3
191 56 1
173 41 3
165 115 3
74 190 2
67 3 2
97 101 3
94 96 1
93 137 2
159 172 3
101 166 2
110 65 2
32 102 3
198 143 1
189 149 2
121 132 3
120 153 2
132 24 2
79 81 3
10 144 3
77 21 2
2 195 3
107 3 3
38 126 2
36 64 3
158 104 3
82 135 2
17 36 3
119 29 3
182 184 3
183 125 3
35 152 2
127 167 2
196 2 3
157 110 2
67 193 2
22 98 3
190 18 3
134 9 3
149 173 3
145 138 2
25 136 2
189 177 3
161 68 2
134 147 3
91 48 3
169 22 1
24 96 2
4 55 3
147 164 2
147 196 2
131 175 3
53 84 2
150 80 3
199 137 3
180 138 1
56 153 2
4 161 3
176 182 2
61 13 2
168 142 3
158 47 2
23 8 2
84 105 3
66 132 3
111 113 2
158 129 3
38 89 3
85 198 2
15 120 3
122 83 3
72 129 3
133 2 3
40 115 3
20 44 2
13 11 3
25 141 1
177 142 2
192 187 3
156 107 1
11 183 3
130 89 3
119 56 1
87 188 2
156 83 3
148 138 2
186 58 2
55 199 3
55 186 2
121 87 2
107 178 3
135 18 2
166 164 2
186 182 3
30 97 1
119 192 2
67 59 3
92 81 1
198 196 2
49 38 3
10 26 1
26 111 2
162 105 3
93 117 1
116 162 2
9 178 3
75 33 1
121 83 2
51 127 3
84 43 1
36 113 3
144 195 3
173 146 1
136 172 2
102 164 3
112 193 3
119 190 2
192 23 3
129 33 3
185 196 2
152 138 3
142 9 2
51 63 3
130 6 3
164 81 2
127 10 3
81 190 3
115 58 1
169 48 2
61 170 3
35 63 1
171 130 2
187 81 3
125 33 3
145 149 3
99 129 3
180 81 2
158 36 3
141 49 3
30 88 1
185 169 2
67 168 3
119 186 2
12 89 3
125 41 3
56 123 3
151 8 2
105 28 3
19 41 2
36 65 2
75 181 3
32 175 1
31 96 2
114 69 3
166 180 1
13 55 2
140 112 3
147 87 1
24 122 2
16 95 3
124 155 2
174 83 3
23 66 3
121 33 2
169 6 2
101 199 3
110 187 2
133 131 2
8 83 3
115 167 3
170 107 3
112 66 3
171 79 2
104 159 3
148 67 3
78 120 3
43 42 2
163 58 3
110 119 3
121 29 2
186 196 3
167 6 2
23 111 2
14 85 3
122 182 1
75 8 2
97 135 3
196 84 2
196 92 2
128 81 3
98 125 3
190 122 2
161 55 3
30 74 3
118 36 2
133 69 3
183 162 2
36 38 3
72 179 3
132 97 1
94 84 2
72 174 3
80 88 2
99 56 2
116 56 3
9 148 2
190 187 3
19 192 3
157 70 3
143 113 2
108 189 3
173 107 1
162 189 2
36 130 3
83 180 1
109 4 3
155 83 3
19 195 2
32 149 2
196 103 3
121 73 1
150 166 2
143 153 3
111 165 3
1 145 2
178 23 3
193 172 3
77 200 2
151 74 3
143 156 3
5 47 2
133 79 3
53 20 2
91 132 3
33 131 3
186 155 3
159 84 2
89 164 3
122 159 1
60 122 2
71 164 3
47 38 1
129 93 3
110 3 3
6 72 1
90 9 2
141 63 3
57 185 1
63 87 3
57 59 3
72 102 3
143 148 3
189 78 3
33 158 3
157 65 3
27 168 3
114 120 1
78 15 3
167 173 3
95 126 2
37 8 3
137 82 3
84 157 3
80 69 2
161 57 3
3 72 1
52 30 3
173 103 3
27 71 3
80 7 3
9 152 3
148 16 2
67 9 3
151 94 3
198 86 2
143 103 2
122 150 3
78 98 1
168 38 2
107 114 3
141 99 1
38 17 2
186 135 3
94 185 3
65 99 2
98 46 3
17 82 2
142 150 2
61 189 3
158 140 2
7 119 3
121 59 3
178 147 1
31 120 2
170 65 3
68 26 1
64 72 3
129 55 3
13 57 1
109 22 3
111 127 3
37 68 2
46 161 2
152 184 3
19 193 1
117 195 2
59 107 3
59 185 2
156 32 2
127 176 3
158 68 3
102 129 3
90 179 3
66 126 2
169 57 2
6 24 3
106 115 2
197 21 3
105 19 3
7 87 1
85 167 2
141 101 3
42 176 2
163 132 3
180 49 3
153 21 3
175 162 2
148 104 3
175 161 3
136 154 2
115 182 3
38 199 1
38 40 2
35 97 3
28 164 1
58 3 2
114 200 3
46 38 1
193 34 3
128 66 3
116 158 2
17 106 2
12 122 3
137 29 1
69 147 2
91 162 3
105 22 1
58 65 2
47 155 3
111 90 2
124 149 3
195 38 3
57 24 1
74 5 3
179 173 3
173 118 1
27 28 2
28 68 3
138 82 1
144 64 2
129 12 3
95 72 2
28 153 3
75 41 3
56 31 2
183 196 3
160 72 3
173 134 2
132 63 2
188 146 3
145 170 2
22 18 2
23 6 3
149 135 3
162 7 2
99 6 3
16 154 1
90 64 3
38 183 3
58 133 3
173 195 2
137 130 3
128 126 1
196 136 2
83 89 3
112 186 2
140 200 2
115 107 3
104 188 1
39 105 3
36 188 3
22 29 3
173 47 2
84 103 3
166 51 2
45 130 2
93 124 3
37 25 1
58 7 2
122 40 3
124 73 1
33 48 2
135 121 3
159 167 1
137 114 2
12 85 3
92 66 2
137 162 2
35 78 3
25 14 3
15 187 2
199 153 3
95 9 1
98 25 2
169 95 3
185 92 1
40 96 2
162 48 3
118 49 2
156 9 2
109 62 3
106 88 3
68 92 2
79 159 3
134 28 2
180 171 3
84 21 3
82 59 1
76 14 2
28 72 3
126 40 1
45 41 2
12 139 3
84 58 2
158 145 2
21 170 3
150 12 2
5 125 2
154 193 3
108 106 2
114 170 2
194 195 3
125 62 3
161 163 2
175 18 3
95 71 3
185 25 2
53 173 3
176 163 1
150 162 2
39 191 3
115 162 1
130 53 2
115 163 3
159 69 1
61 25 2
50 127 3
182 160 2
111 58 2
69 50 3
93 195 2
95 91 2
175 190 3
115 39 3
159 163 2
54 182 3
118 96 3
180 186 2
193 2 3
56 88 3
17 168 2
15 101 3
79 115 2
102 11 3
149 141 3
86 136 1
159 116 3
51 141 3
136 33 2
29 125 2
172 64 3
58 115 1
125 5 2
192 58 3
195 14 1
26 79 2
27 188 3
81 123 3
57 127 2
163 56 3
12 172 1
166 106 2
150 90 3
174 34 1
53 99 2
166 46 3
22 51 1
122 53 2
2 99 3
25 39 2
7 21 2
182 55 3
85 157 2
38 119 2
109 84 3
86 84 2
132 13 3
87 48 3
183 75 2
5 20 2
141 195 3
21 119 1
125 103 2
87 78 3
143 73 3
143 78 3
11 134 3
34 129 3
77 79 2
178 132 3
34 175 1
57 9 2
10 145 3
150 140 1
181 145 2
181 98 3
24 27 1
144 84 2
52 81 3
74 171 3
26 139 3
181 53 3
159 192 1
63 64 3
134 8 3
111 198 3
159 184 3
73 62 3
107 146 3
34 190 2
112 156 3
135 118 3
74 65 3
121 99 3
34 179 2
68 121 3
126 81 3
55 174 2
193 158 2
196 118 3
93 36 1
123 61 2
27 7 3
12 158 2
49 110 2
37 32 3
18 129 1
153 71 2
124 133 3
15 28 3
11 146 2
15 52 3
183 86 3
16 82 2
63 23 3
188 63 3
140 135 3
27 31 3
197 33 2
16 185 3
135 98 3
5 14 1
139 27 2
93 170 3
51 193 3
175 31 3
20 87 3
49 170 2
99 25 2
137 175 3
104 94 1
146 75 2
142 197 3
3 48 2
197 48 2
162 49 3
47 44 3
60 59 2
71 192 3
21 101 2
78 112 2
99 181 3
103 83 1
2 91 3
58 51 3
87 4 2
67 132 2
147 191 3
73 21 1
86 125 2
18 161 3
65 89 2
192 11 2
180 104 3
27 124 1
60 84 2
84 75 3
92 116 1
181 198 2
168 107 3
190 151 3
153 151 2
85 186 3
61 23 1
121 26 3
117 64 3
47 103 1
13 165 2
19 146 3
190 98 2
112 164 2
63 124 3
129 123 1
35 80 2
186 96 3
47 141 3
160 17 2
41 135 3
148 7 1
178 121 2
136 57 3
34 197 1
14 21 2
156 186 3
171 19 1
162 184 2
96 89 3
16 171 3
189 42 3
44 161 3
89 138 1
6 125 2
72 39 3
166 199 2
150 78 2
3 45 3
118 15 1
165 94 3
60 174 3
154 131 3
90 76 3
147 157 3
163 134 1
82 190 2
37 105 3
136 107 2
139 164 3
93 131 3
5 135 2
196 20 2
99 62 3
75 71 2
51 182 3
71 46 3
120 4 1
85 96 2
98 160 3
47 125 2
127 72 2
25 129 3
73 136 3
50 97 3
72 180 3
150 100 2
180 158 3
116 73 3
109 56 3
187 27 2
134 181 3
115 118 3
24 48 2
39 116 3
154 84 1
149 69 2
110 98 3
98 61 2
139 172 2
129 188 3
102 45 3
163 109 3
129 165 3
196 21 1
184 121 3
71 66 3
139 30 1
114 171 2
4 140 3
132 12 1
126 167 2
107 9 3
198 33 1
185 143 2
28 194 3
11 187 1
67 162 2
148 13 3
157 124 3
167 47 3
131 108 3
51 101 2
159 40 2
163 32 3
148 149 3
27 182 3
130 86 3
31 133 3
67 200 2
49 98 3
194 170 3
70 105 2
58 192 3
32 88 1
110 100 3
38 193 3
149 131 1
91 117 2
151 42 3
131 52 2
134 44 2
77 63 3
158 13 2
165 142 2
125 77 3
172 142 1
111 167 3
102 135 3
76 156 2
118 145 3
110 132 3
154 175 2
146 6 2
101 45 3
180 94 2
18 89 2
144 79 3
146 128 1
111 125 3
111 117 3
129 2 1
91 75 3
128 155 3
125 157 2
133 63 2
127 86 3
27 53 3
115 186 2
141 177 3
6 71 2
72 103 2
17 107 3
124 186 2
130 78 2
180 8 3
153 178 1
138 194 3
25 26 3
2 90 2
183 137 3
191 190 3
187 97 1
37 42 2
171 14 3
50 83 1
2 15 2
85 17 3
177 121 2
22 135 2
68 41 3
129 25 3
191 65 2
70 82 3
98 50 1
186 132 2
75 139 3
41 68 3
73 13 2
97 6 3
40 105 2
82 136 3
170 57 3
148 125 3
62 22 2
40 133 3
116 173 1
26 13 3
36 158 3
184 165 1
137 196 2
199 189 3
80 25 3
72 147 2
189 55 3
95 112 2
17 165 2
117 152 3
7 162 2
179 95 3
198 23 3
191 11 1
164 60 2
82 170 3
189 186 1
18 191 3
82 36 3
42 167 1
52 50 2
156 45 3
47 75 1
67 198 2
125 148 3
144 19 2
48 137 2
118 146 3
2 182 2
164 80 2
199 106 3
147 176 1
20 185 2
197 73 3
43 98 2
149 14 3
180 54 3
143 105 2
38 34 2
74 21 3
85 3 3
180 165 2
141 117 3
47 91 1
7 30 2
69 193 3
170 188 2
170 87 3
123 134 3
8 64 1
31 167 2
46 10 3
141 39 3
125 199 2
47 34 3
16 67 3
26 90 2
172 89 3
18 180 3
33 22 2
153 9 3
12 72 1
36 80 2
184 83 3
35 129 2
199 21 2
115 54 3
15 38 3
11 144 2
107 46 3
116 20 2
165 185 3
50 17 3
143 130 3
38 51 3
105 161 3
109 19 2
131 73 2
166 83 3
37 199 2
28 53 2
190 79 3
96 152 1
148 117 2
163 96 3
83 133 3
181 119 2
114 32 3
120 79 1
140 33 2
187 60 3
192 200 1
3 103 2
187 44 3
123 76 1
137 59 2
185 153 3
129 68 1
18 37 2
113 172 3
39 46 1
114 86 3
74 80 3
117 100 1
82 111 2
106 140 3
70 28 1
190 186 3
69 82 3
189 143 1
39 71 2
130 118 3
144 76 3
85 53 3
94 95 3
187 193 3
39 131 2
154 57 3
165 112 2
132 96 2
15 133 3
25 90 1
54 110 2
66 150 3
181 156 2
18 38 2
56 35 3
59 163 2
88 5 2
147 105 3
167 7 1
44 62 3
177 46 3
47 94 2
38 31 2
134 124 3
9 119 1
51 125 2
80 18 3
127 40 2
105 122 2
36 179 3
105 90 1
25 49 2
166 95 3
158 40 3
186 137 2
3 31 3
145 164 3
32 98 2
104 75 3
114 48 3
110 20 3
128 120 3
64 160 1
81 32 2
125 111 3
131 115 3
62 102 2
184 23 3
138 167 1
118 61 3
148 175 3
156 111 1
154 93 2
36 56 3
169 115 3
47 26 2
185 39 3
25 84 2
42 187 2
7 149 3
110 139 1
96 163 3
99 142 3
141 136 2
130 194 2
191 88 3
51 140 1
175 198 2
108 155 3
12 24 1
169 58 3
81 181 3
191 144 3
108 73 2
175 100 3
168 174 2
7 8 2
133 156 3
195 156 1
196 161 2
38 92 3
46 165 2
191 182 2
6 186 3
17 197 1
36 199 2
106 75 3
97 131 1
120 41 2
98 7 3
124 59 2
109 106 2
165 50 3
179 102 1
34 27 3
133 44 3
83 172 2
39 63 3
149 79 3
129 166 1
102 29 3
94 142 3
92 129 1
98 114 3
106 56 3
53 195 3
140 11 2
151 171 3
91 193 3
109 170 2
100 164 3
12 120 1
13 154 2
181 59 3
94 77 1
27 89 2
148 37 3
43 88 1
126 9 2
198 111 3
59 154 3
154 99 2
141 106 3
49 116 1
148 171 2
23 94 3
146 89 3
46 67 2
113 132 3
75 30 1
176 156 2
48 80 3
121 43 1
13 74 2
40 182 3
88 115 3
17 157 2
117 167 3
194 86 1
20 174 2
141 84 3
196 147 2
101 98 2
140 79 3
136 70 1
107 121 2
114 37 3
165 103 2
54 73 2
177 186 3
81 15 3
94 55 2
40 151 3
35 89 2
150 184 3
195 167 3
119 117 3
190 33 2
168 54 3
18 141 2
181 106 2
78 133 3
67 4 1
2 81 2
153 19 3
166 26 3
35 195 2
154 188 3
26 89 1
106 73 2
23 160 3
35 59 1
1 171 2
133 31 3
164 8 1
178 38 3
164 189 3
154 69 3
102 121 3
155 22 3
110 82 3
142 181 3
104 88 3
198 140 2
86 76 2
8 153 3
153 129 2
120 121 2
117 182 3
180 170 1
40 6 2
189 69 3
14 83 2
56 81 2
20 152 3
116 83 2
130 4 2
85 10 3
85 181 2
107 112 3
124 200 3
129 164 2
24 182 2
185 16 3
81 63 1
12 48 2
188 79 3
103 14 1
132 76 2
86 111 3
80 162 2
77 189 2
104 3 3
36 138 1
65 28 2
68 158 3
176 183 3
3 78 2
199 104 3
146 16 1
27 127 2
66 4 3
120 50 2
21 165 3
193 190 3
145 153 2
105 84 3
11 119 3
11 24 2
19 144 2
145 131 3
179 141 3
118 158 2
24 162 3
120 119 2
64 70 2
31 125 3
199 44 3
117 118 2
177 38 3
31 146 1
24 50 3
148 173 3
49 113 1
115 18 2
173 182 3
152 57 1
36 47 2
63 111 3
81 143 3
116 118 3
34 78 3
165 22 1
137 120 2
5 58 3
110 116 1
81 132 2
30 29 3
12 146 1
142 102 2
96 98 3
180 130 3
129 190 2
143 32 3
194 9 1
148 183 2
13 66 3
42 171 1
151 83 2
177 60 3
90 106 3
163 76 2
156 5 3
64 194 1
111 22 2
69 54 3
137 122 2
196 105 2
179 178 3
180 191 1
130 166 2
73 29 3
155 16 3
71 6 2
108 123 3
48 121 1
19 137 2
156 184 3
23 131 1
100 6 2
162 125 3
18 182 1
19 99 2
187 136 3
95 164 2
174 39 2
143 132 3
87 96 1
89 39 2
89 62 3
169 133 2
14 100 2
144 125 3
47 58 1
28 193 2
3 194 3
105 190 1
71 155 2
32 189 3
