500 214600
95 148 1
363 458 2
179 312 3
386 304 1
391 271 3
86 51 3
424 286 3
213 242 2
171 99 3
290 366 2
25 220 2
454 400 3
326 306 1
150 441 2
294 191 3
48 445 1
472 267 2
406 88 3
351 319 2
183 464 2
376 273 3
328 96 1
38 158 2
21 111 3
316 80 3
183 277 2
34 52 3
442 60 3
275 116 2
252 263 3
150 417 1
129 274 2
316 414 3
208 197 1
249 171 3
335 433 3
140 343 3
351 361 3
294 423 3
48 149 3
238 124 3
431 111 3
237 496 3
47 86 3
410 445 3
274 109 1
321 275 3
493 210 3
110 158 1
375 461 3
498 414 3
402 12 2
452 469 2
360 103 3
276 472 1
68 435 2
77 52 3
3 142 2
326 335 2
288 307 3
199 221 2
438 228 2
339 375 3
429 188 1
200 310 2
341 460 3
415 59 2
148 53 2
142 326 3
310 214 1
40 221 2
478 289 3
5 304 2
260 484 2
42 264 3
279 368 3
187 117 2
334 455 3
314 455 3
390 28 2
318 127 3
179 147 1
147 256 2
137 323 3
259 373 2
278 113 3
33 122 3
97 388 3
385 221 3
49 433 3
44 132 2
69 117 2
117 329 3
384 323 2
87 20 2
366 407 3
192 453 1
480 311 2
258 12 3
133 77 2
352 450 3
60 194 3
391 210 2
58 230 2
29 82 3
481 366 1
4 447 2
218 150 3
158 206 3
341 134 2
319 90 3
281 336 3
252 320 2
64 193 3
248 343 1
28 41 3
403 3 3
475 447 2
154 25 2
442 150 3
22 210 1
102 38 2
413 323 3
466 395 1
227 11 2
252 495 3
118 227 1
11 42 2
225 172 3
219 291 2
253 133 2
286 37 3
334 287 3
274 477 2
121 417 3
349 264 1
217 421 2
463 335 3
381 115 1
80 153 2
201 237 3
90 272 1
300 136 2
334 134 3
26 106 2
391 213 2
287 474 3
297 9 1
346 307 2
429 99 3
142 339 2
437 214 2
333 105 3
98 50 3
105 13 2
484 493 3
442 48 3
429 122 2
464 201 3
41 119 3
422 138 2
131 193 3
182 449 2
15 75 2
254 381 3
491 59 1
353 348 2
203 252 3
198 323 3
248 135 3
119 43 3
433 241 1
407 476 2
412 203 3
299 180 1
301 312 3
227 48 3
6 114 3
239 258 2
91 262 3
55 261 2
348 192 2
217 385 3
262 240 3
142 327 2
81 385 3
92 43 3
22 177 2
382 325 3
3 86 1
348 467 2
326 41 3
219 445 1
378 420 2
113 192 3
205 104 3
275 297 3
395 226 3
353 279 3
428 88 3
100 75 3
485 234 2
407 27 2
103 229 3
166 358 3
1 363 2
8 447 3
331 226 2
55 348 2
234 371 3
324 334 3
382 375 2
421 231 3
472 383 1
107 54 3
225 421 3
489 329 1
95 134 3
166 294 3
182 486 1
426 472 3
486 473 3
114 486 1
48 144 2
444 228 3
145 105 2
123 80 2
308 395 3
466 121 2
362 66 2
322 18 3
489 35 3
468 112 2
449 418 3
343 192 3
343 224 3
207 314 3
36 223 1
315 231 2
329 250 3
427 233 2
230 2 2
156 328 3
166 243 1
204 111 3
16 192 3
398 330 2
82 406 2
363 233 3
372 233 3
165 78 2
238 95 3
371 195 3
15 144 2
405 456 3
65 483 1
252 468 2
122 226 3
131 262 1
492 303 2
426 309 3
105 311 3
154 382 3
205 265 3
76 243 1
188 464 2
80 316 3
112 99 2
289 56 2
402 225 3
377 241 2
125 313 2
132 110 3
149 129 1
372 68 3
161 201 3
344 437 2
387 62 3
181 431 3
468 30 2
290 300 2
460 241 3
123 449 2
241 134 2
43 452 3
189 163 3
194 331 2
360 276 3
174 145 1
323 386 2
65 351 3
238 37 1
282 453 2
26 89 3
245 5 1
15 116 2
105 130 3
325 146 1
48 10 3
196 85 3
214 203 3
494 433 2
494 244 3
451 271 1
211 85 3
58 61 3
13 233 1
30 323 3
299 146 3
429 377 2
439 239 3
291 430 3
217 482 2
271 196 2
128 97 3
269 79 3
163 53 2
262 45 3
314 320 1
336 162 2
110 244 3
425 140 3
214 316 2
75 315 3
380 500 1
401 33 2
200 231 3
415 2 2
105 344 3
2 352 3
487 226 2
10 159 2
160 383 3
23 155 2
62 85 2
445 262 3
431 105 1
409 432 2
308 448 3
69 216 2
371 474 3
321 487 3
204 447 1
399 134 2
394 66 3
119 23 3
97 50 2
226 495 3
172 310 1
63 94 3
254 289 3
191 214 2
434 357 2
265 474 3
147 201 2
342 92 2
369 492 3
206 90 1
79 100 3
162 188 3
412 298 1
239 369 2
182 45 3
237 246 2
480 327 2
160 137 3
424 142 3
419 420 3
376 195 3
235 447 1
106 306 2
206 33 3
423 93 3
332 281 2
431 481 3
484 50 1
390 336 2
320 67 3
176 436 3
190 445 3
49 350 3
274 165 1
414 120 3
344 239 3
357 171 2
259 432 3
317 137 3
426 230 1
136 415 2
416 483 3
120 168 3
263 82 3
464 386 3
321 113 3
275 414 2
421 147 3
28 85 2
202 168 2
420 185 3
153 120 1
118 111 2
102 248 3
284 123 2
160 283 2
68 211 3
246 405 2
349 447 2
43 281 3
344 360 2
310 465 3
69 8 3
480 249 1
90 342 2
150 314 3
102 412 1
52 343 2
389 334 3
106 141 2
83 9 3
42 120 3
80 89 1
43 203 2
109 434 3
332 233 3
336 310 2
199 370 3
403 43 2
76 462 3
376 417 3
164 61 1
366 44 3
8 412 3
390 123 3
27 70 2
362 377 3
9 270 3
395 174 2
118 186 3
387 252 3
474 411 2
208 168 3
465 169 3
374 255 2
1 303 3
235 176 1
60 494 2
251 198 3
408 453 3
401 293 3
218 54 3
351 264 2
32 455 2
403 388 3
438 470 3
461 448 2
260 57 3
296 319 2
237 152 2
381 439 3
201 393 2
174 479 2
114 433 3
50 183 3
30 384 3
189 57 3
438 146 2
401 361 3
112 127 3
107 86 1
461 105 2
436 103 3
270 20 2
40 372 2
467 89 3
30 409 1
13 215 2
249 81 3
122 105 1
200 264 2
289 488 3
433 328 1
369 412 3
67 431 3
482 389 1
325 416 2
293 299 3
315 48 1
129 410 3
109 231 3
272 37 1
304 204 2
333 159 3
49 394 1
395 97 3
281 170 3
100 70 2
314 336 2
118 431 3
445 384 3
363 314 3
487 269 3
342 472 2
31 270 2
84 248 3
22 198 3
261 469 2
328 156 3
42 175 3
404 294 2
477 195 3
126 153 1
218 360 3
195 264 3
224 200 3
207 416 2
106 345 3
109 33 2
53 41 3
43 184 3
87 55 1
244 453 2
285 309 3
156 409 1
462 36 2
182 365 3
1 8 1
342 118 3
308 48 3
108 284 2
14 430 3
213 233 3
30 349 3
458 130 2
324 185 3
130 9 2
278 342 2
70 54 3
72 275 2
350 311 3
397 457 3
413 240 2
151 170 2
339 337 3
409 490 2
332 389 2
472 197 3
284 366 1
363 96 2
58 32 3
493 264 3
453 281 2
439 370 3
14 50 1
122 321 3
193 3 3
467 62 1
88 42 2
30 18 3
1 221 1
120 213 2
234 467 3
467 165 1
424 329 2
266 78 3
450 240 3
396 227 2
413 454 3
121 447 2
165 208 2
469 20 3
234 114 1
347 184 2
359 51 3
66 89 1
207 494 2
479 169 3
159 40 1
54 17 3
396 173 3
14 7 1
320 488 2
165 147 3
254 56 1
405 29 3
166 169 3
287 305 1
296 297 2
261 398 3
476 474 1
397 24 3
256 224 3
397 500 1
154 69 3
102 45 3
475 9 3
76 229 2
288 187 3
139 374 3
52 469 2
454 159 3
342 235 2
321 460 2
153 27 3
209 447 1
161 473 2
112 49 3
379 472 3
430 240 2
4 55 3
242 354 1
352 341 2
465 267 3
167 461 1
402 488 2
88 365 3
259 206 1
128 237 2
308 433 3
316 86 1
298 60 2
470 235 3
143 40 3
231 451 2
268 21 3
221 228 1
39 468 2
176 291 3
238 171 1
307 364 2
261 83 3
393 285 2
232 361 3
221 207 3
391 489 3
67 17 2
283 49 3
39 405 3
348 8 2
71 458 3
185 487 1
249 419 3
250 428 3
39 499 2
97 136 2
484 267 3
341 299 2
159 437 3
101 387 3
77 481 2
159 17 3
69 253 3
218 105 1
380 416 2
483 237 3
228 241 2
276 302 2
439 226 3
413 164 3
497 302 3
442 399 3
284 240 1
161 191 2
113 300 3
198 177 1
15 6 2
244 207 3
388 68 1
135 58 3
66 275 3
13 444 3
289 364 2
473 479 3
270 71 2
64 274 2
415 410 3
302 337 1
116 114 2
249 190 3
116 212 2
349 355 2
387 65 3
54 202 2
166 39 2
207 112 3
453 482 2
368 248 2
89 320 3
240 248 2
370 18 2
362 77 3
176 109 3
112 83 2
265 478 3
142 359 3
14 464 3
29 45 3
361 297 3
109 465 2
383 281 3
265 182 1
255 351 2
314 189 3
37 240 1
68 259 2
41 383 3
233 201 3
17 442 2
172 293 3
312 92 2
158 431 2
352 54 3
21 448 3
151 282 2
193 286 3
495 54 2
176 41 2
289 312 3
433 276 1
415 313 2
58 2 3
498 174 3
310 432 2
382 179 3
62 130 1
398 479 2
60 238 3
299 303 1
251 129 2
76 347 3
251 45 1
410 36 2
23 326 3
95 52 1
300 256 3
163 412 3
38 486 3
205 256 2
287 204 3
295 371 1
429 374 3
252 33 3
333 161 1
350 455 2
58 354 3
195 53 3
338 443 3
477 172 3
345 105 2
291 425 3
421 403 3
499 321 1
3 449 2
23 426 3
204 185 3
122 368 2
237 160 3
316 187 3
69 32 2
146 5 3
241 360 2
284 239 2
119 90 3
163 190 1
100 338 2
400 417 3
188 429 1
364 407 2
280 474 3
110 429 2
215 492 3
447 412 3
122 356 3
448 327 3
327 28 3
332 331 1
234 495 3
439 13 3
299 315 1
498 134 2
495 496 3
5 256 1
282 296 2
115 240 3
423 30 2
288 273 3
345 250 3
153 70 1
360 268 2
408 268 3
483 396 2
478 103 3
224 135 3
383 283 2
459 222 2
41 45 3
436 172 2
115 372 3
443 91 3
420 485 2
458 467 3
26 439 3
352 419 3
58 401 3
375 262 3
434 131 1
189 230 3
168 334 3
286 390 3
24 492 2
278 487 3
53 163 2
185 414 2
215 218 3
107 313 3
34 222 2
153 60 3
351 226 3
253 274 3
35 270 3
418 292 2
376 453 2
230 358 3
48 213 3
491 122 3
183 213 3
69 247 2
179 474 2
263 157 3
412 315 1
441 191 2
457 336 3
482 258 1
375 467 2
381 33 3
172 231 2
343 367 2
48 327 3
360 154 1
472 494 2
79 352 3
339 124 2
408 344 3
73 32 3
379 145 1
109 421 3
250 411 3
382 278 1
375 75 2
307 49 3
53 61 2
145 187 2
305 274 3
26 470 1
462 11 2
273 372 3
210 392 3
347 486 2
283 34 3
101 285 1
325 498 2
189 173 3
63 323 2
395 13 2
486 116 3
430 405 1
392 289 2
140 253 3
196 496 1
294 19 2
364 373 3
477 384 2
415 374 3
75 480 3
59 191 2
309 295 2
474 134 3
274 201 1
406 253 3
19 256 3
157 170 3
87 158 3
97 73 3
196 309 3
66 91 2
436 108 3
483 471 1
154 12 2
46 162 3
17 98 3
202 355 3
275 53 3
206 266 3
144 110 2
118 199 3
10 377 2
263 495 2
301 43 3
330 63 1
366 405 2
381 261 3
144 4 3
200 52 3
226 296 3
358 82 3
492 51 2
369 157 3
65 113 1
188 485 2
194 414 3
210 466 2
342 470 3
449 75 3
491 334 3
212 241 2
263 387 3
296 164 1
336 272 2
322 107 3
487 483 1
154 267 2
447 461 3
490 197 1
440 62 2
307 191 3
361 455 2
307 4 2
302 338 3
369 69 2
94 21 2
141 336 3
331 33 1
400 23 2
192 161 3
302 284 3
488 491 3
429 87 3
281 347 1
194 444 2
426 199 3
115 307 3
82 115 3
20 72 3
140 445 3
17 344 2
316 51 3
295 443 1
59 166 2
20 473 3
249 459 1
97 381 2
342 403 3
280 183 1
477 79 2
353 203 3
122 161 3
14 141 3
153 174 3
396 433 1
76 27 2
185 154 3
118 145 1
372 464 2
358 354 3
188 260 3
420 144 2
150 352 3
191 197 1
218 49 2
325 358 3
118 19 2
382 16 3
257 357 3
425 76 2
5 469 3
404 314 3
282 250 3
404 8 2
359 330 3
371 210 1
84 190 2
373 34 3
405 69 3
413 155 2
24 276 3
428 330 1
322 484 2
278 386 3
92 382 2
60 372 2
186 204 3
152 404 2
195 277 3
168 286 3
396 236 1
445 420 2
497 275 3
125 360 2
136 448 3
431 46 3
385 335 2
78 135 2
189 457 3
426 380 2
499 145 2
282 175 3
487 120 1
384 95 2
377 88 3
335 17 1
324 412 2
342 468 3
485 371 1
441 364 2
228 308 3
94 147 1
51 187 2
83 305 3
13 10 2
294 346 2
485 120 3
67 204 1
10 404 3
386 314 3
215 207 3
434 332 3
302 327 3
315 76 2
464 474 2
399 313 3
319 157 3
476 78 2
74 185 3
182 114 2
113 220 2
104 307 3
344 483 1
71 253 2
178 175 3
105 131 1
24 144 2
423 313 3
168 423 1
94 15 2
238 387 3
410 493 1
61 335 2
199 340 3
483 486 2
385 402 2
496 25 3
139 452 1
16 485 2
407 100 3
209 441 2
28 339 2
158 109 3
388 335 1
396 19 2
11 359 3
131 248 2
400 448 2
174 358 3
114 295 1
349 117 2
296 208 3
494 87 1
398 169 2
167 251 3
234 427 3
388 107 2
60 112 3
496 418 1
103 138 2
341 218 3
158 16 2
451 362 3
218 362 3
349 54 3
403 32 2
254 256 3
143 206 1
375 350 3
121 153 3
214 229 1
76 41 2
18 387 3
215 10 1
10 246 2
413 324 3
469 406 2
141 317 3
23 4 3
311 135 1
310 100 2
253 57 3
335 119 3
7 235 2
378 177 3
475 144 3
282 417 2
31 103 3
288 291 3
448 248 2
67 327 3
481 471 1
233 412 2
429 299 3
205 35 1
375 5 2
465 42 3
103 335 3
32 195 2
234 475 3
210 43 3
26 422 3
219 87 3
158 295 2
355 295 2
366 238 3
168 368 3
26 247 2
455 428 3
237 473 2
399 300 3
24 458 3
312 453 2
91 36 2
233 381 3
261 475 1
156 260 3
92 440 3
63 95 1
491 176 2
193 357 3
216 432 1
271 200 2
480 91 3
121 269 1
409 2 2
73 344 3
394 197 3
204 17 2
109 382 3
135 432 3
455 497 3
297 214 3
94 487 3
107 16 3
11 110 3
275 471 2
470 492 2
296 197 3
63 111 3
14 56 2
474 235 3
20 76 3
162 14 2
9 61 3
445 90 1
125 66 3
339 277 3
205 344 1
57 350 2
460 471 3
2 214 1
443 196 2
343 464 3
241 436 1
279 146 2
365 96 3
156 393 3
450 245 2
85 278 3
318 425 1
350 235 2
83 81 3
195 383 1
493 156 2
485 407 3
296 405 3
119 353 3
415 272 3
260 480 3
181 12 2
288 377 3
464 391 2
100 113 2
315 255 3
174 255 2
354 146 2
80 145 3
154 164 1
79 102 2
453 307 3
156 368 1
372 455 2
13 498 3
180 354 3
423 22 2
316 49 3
431 434 1
382 482 2
314 69 3
79 89 1
408 98 2
13 465 3
203 119 3
183 347 2
368 423 3
435 441 2
477 339 3
490 311 3
126 5 2
105 129 3
324 483 3
129 310 1
313 248 3
4 327 3
58 310 3
463 91 3
207 221 3
246 89 1
155 257 3
78 428 3
55 22 3
413 29 2
220 385 3
142 380 2
179 311 2
189 317 3
89 393 3
292 354 3
317 130 3
367 278 3
469 107 2
433 152 3
139 343 1
153 93 2
222 246 3
439 496 3
469 136 2
150 366 3
417 139 1
50 57 2
36 173 3
384 410 1
246 95 2
385 333 3
216 469 1
460 486 2
286 85 3
18 187 2
283 398 2
330 455 3
107 186 2
286 425 3
36 299 3
189 460 1
177 406 2
162 87 3
190 388 3
108 181 2
85 442 3
483 106 3
155 224 2
374 118 3
358 74 2
423 160 3
436 313 3
175 180 1
13 23 2
432 355 3
230 149 3
205 473 2
364 288 3
188 370 1
139 227 2
287 194 3
235 23 3
448 430 2
169 51 3
20 338 1
377 30 2
11 352 3
267 422 2
80 464 2
351 309 3
387 82 3
473 108 2
147 18 3
10 135 1
33 313 2
429 140 3
434 493 3
67 402 2
182 351 3
54 450 3
148 121 2
477 121 3
40 497 1
399 113 3
265 210 3
135 368 1
347 139 2
149 115 3
259 27 3
292 157 2
372 286 3
418 117 1
225 65 2
469 146 3
212 364 1
43 309 2
400 31 3
84 229 1
220 135 2
240 52 3
393 184 2
52 247 2
45 357 3
35 264 1
404 364 2
62 278 3
65 251 3
190 349 2
498 265 3
178 19 3
226 379 2
85 420 3
312 315 3
327 328 2
335 244 3
235 263 3
377 433 2
403 282 3
210 117 1
164 319 2
262 483 3
489 488 2
237 210 2
68 131 3
353 106 1
42 185 2
96 237 3
59 110 1
447 404 3
184 284 3
303 400 1
205 213 3
397 56 3
372 226 3
40 317 2
460 417 3
108 193 2
166 244 3
288 488 3
315 285 1
225 365 2
235 106 3
184 70 3
410 413 3
4 103 3
66 80 1
330 10 2
116 496 3
4 142 1
468 447 2
30 35 3
343 401 3
463 470 2
82 155 3
271 456 1
391 274 2
68 480 3
225 26 3
424 419 2
391 185 3
421 355 1
102 259 2
332 96 3
317 435 3
23 482 2
46 323 3
265 254 1
234 482 2
218 126 3
438 15 3
379 132 3
268 65 3
364 16 3
314 327 3
4 313 3
394 287 1
24 221 2
280 409 3
359 88 1
494 45 2
492 207 3
142 246 1
426 96 2
457 254 3
243 323 1
415 362 2
356 54 3
229 202 1
401 348 2
376 405 3
455 202 1
423 56 2
479 298 3
131 276 1
445 419 3
16 418 3
215 467 1
139 280 2
261 314 3
301 80 1
165 405 3
383 229 3
498 13 3
94 128 3
122 22 3
141 200 2
372 184 2
330 118 3
124 403 2
449 122 3
91 401 3
72 206 1
161 127 2
22 237 3
469 218 1
309 362 3
126 262 3
216 371 2
203 444 2
485 288 3
254 115 2
490 259 2
456 299 3
273 91 1
395 236 2
445 303 3
216 95 1
452 372 3
203 285 3
293 192 2
294 9 2
170 251 3
138 206 1
243 193 2
85 289 3
182 290 1
383 318 2
371 401 3
474 43 3
236 285 2
157 308 3
176 301 1
49 486 2
27 65 3
162 465 3
1 24 2
55 421 3
1 56 1
167 168 2
211 184 3
342 177 3
235 283 2
385 108 3
273 192 1
31 228 2
32 416 3
456 341 2
218 148 2
230 406 3
79 383 2
105 357 2
170 122 3
387 176 1
490 327 3
27 318 3
214 370 2
189 284 2
330 248 3
82 472 1
479 424 3
59 97 3
44 69 3
203 277 2
350 178 3
285 52 3
28 331 2
448 480 3
269 60 1
145 173 3
242 52 3
132 146 2
330 372 3
454 209 3
339 242 3
27 284 2
368 212 3
395 56 1
9 156 2
353 163 3
450 270 2
75 391 2
251 51 3
308 243 2
261 140 3
412 83 3
48 9 2
175 374 2
407 140 3
137 119 2
443 218 2
89 195 3
390 3 1
259 439 3
363 401 3
214 71 3
98 14 3
366 22 3
366 338 2
6 30 3
14 104 3
12 183 1
5 350 2
14 248 3
323 151 1
217 129 2
126 387 3
424 256 2
25 28 2
54 372 3
476 411 3
287 449 2
491 378 3
206 255 1
413 104 2
283 365 3
356 275 1
458 352 3
290 103 3
116 418 2
218 304 3
419 361 3
431 378 2
239 61 2
164 99 3
54 27 1
297 465 2
86 266 3
374 114 1
458 102 3
289 457 3
445 333 1
250 88 3
195 191 3
256 23 1
263 166 2
90 184 3
358 459 1
283 295 3
456 496 3
49 225 3
23 5 2
1 478 3
105 470 1
390 476 2
109 375 3
395 379 3
398 115 2
205 125 3
119 52 2
460 103 2
230 253 3
358 465 3
174 232 3
374 256 3
136 164 1
432 440 2
422 26 3
201 371 2
148 161 3
270 72 3
120 496 3
355 475 2
209 352 3
241 281 2
428 334 2
498 207 3
219 466 2
372 177 2
114 253 3
463 290 2
103 159 3
301 399 3
309 136 3
305 492 2
65 387 3
78 139 2
200 155 2
105 332 3
429 372 3
440 291 2
112 286 3
282 412 3
288 321 2
355 262 3
418 321 1
448 28 3
411 420 3
329 458 2
370 343 2
75 151 3
321 119 2
332 487 2
5 174 3
193 152 1
60 155 3
426 311 3
25 238 1
276 419 2
325 80 3
21 236 3
103 479 3
61 281 3
224 242 1
378 115 2
406 247 3
404 173 1
442 280 3
71 473 3
256 287 1
438 277 2
480 72 3
249 339 2
329 299 2
27 259 3
449 266 2
162 279 2
179 317 3
300 65 3
48 365 2
140 264 3
138 195 1
106 5 2
449 332 3
278 9 1
97 461 2
191 229 3
396 280 3
338 95 2
331 169 3
93 243 1
173 147 3
244 430 3
166 78 1
215 395 2
326 137 3
405 237 3
118 197 2
178 71 3
484 108 2
412 291 2
322 117 3
161 12 2
141 26 2
389 193 3
278 64 2
82 183 2
88 153 3
279 69 1
123 420 3
150 305 3
63 381 3
325 203 3
352 304 3
305 291 3
222 315 3
31 100 3
445 337 2
497 225 2
354 180 3
296 166 2
247 324 2
8 31 3
108 11 1
106 279 2
178 277 3
236 98 2
480 252 2
433 101 3
91 155 3
187 460 2
233 158 3
196 111 1
185 67 2
196 141 3
89 312 2
49 493 2
315 98 3
114 406 1
459 33 2
215 224 3
318 271 3
219 460 2
416 342 3
374 390 1
258 178 2
359 354 3
447 482 1
217 166 2
53 64 3
375 368 3
8 240 2
271 83 3
291 246 3
326 196 3
448 490 3
436 267 2
161 108 2
123 116 3
464 276 1
182 241 2
291 162 3
446 420 1
26 404 2
425 162 3
115 315 1
174 162 3
440 254 3
265 202 2
323 290 2
154 220 3
74 140 3
380 112 2
408 57 3
234 459 3
188 358 3
96 42 3
170 218 2
322 225 3
246 146 3
261 396 1
256 151 2
335 432 3
429 2 1
58 447 3
113 455 3
366 498 2
473 125 2
25 367 3
155 442 1
262 140 2
356 312 3
449 190 1
442 211 3
228 198 3
329 294 1
376 432 2
226 352 3
229 32 2
362 306 3
58 278 3
320 386 3
194 38 2
206 225 3
250 53 1
406 467 3
48 19 3
486 422 1
198 347 2
447 19 3
50 281 3
340 397 2
87 469 3
268 197 3
183 254 3
439 302 3
232 345 2
471 331 3
185 177 3
282 166 3
306 409 2
67 125 3
308 207 3
194 108 2
382 102 3
233 113 2
217 270 2
235 86 3
81 155 1
464 463 2
33 132 3
20 294 2
269 411 2
129 363 3
303 113 3
439 142 2
185 489 3
199 395 3
218 14 2
430 147 3
111 72 2
371 117 2
373 383 3
464 479 2
248 75 2
2 478 3
40 214 3
322 221 2
487 56 3
360 80 3
238 301 2
229 329 3
376 370 1
2 391 2
76 155 3
41 71 2
378 111 2
421 138 3
421 3 1
180 161 2
469 497 3
59 222 2
36 443 2
34 487 3
80 294 2
337 291 3
270 351 3
20 317 3
412 499 2
23 197 3
134 305 1
46 455 3
255 411 3
438 293 1
353 329 2
240 100 3
494 206 2
5 230 3
28 280 3
163 456 3
498 59 2
359 74 3
151 442 3
251 379 3
399 394 3
23 33 1
171 308 3
409 452 3
70 476 1
7 459 2
456 302 3
176 44 2
77 167 2
147 296 3
415 333 1
2 42 2
244 346 3
33 338 1
109 210 2
498 269 3
10 22 2
170 245 2
210 266 3
474 306 2
466 227 2
467 461 3
200 274 2
220 400 3
37 305 3
24 190 1
87 358 2
417 129 3
493 126 1
116 231 2
250 148 3
427 243 2
117 347 3
314 471 3
483 491 1
329 372 2
328 112 3
13 202 3
95 140 2
265 234 3
64 329 2
121 319 2
490 283 3
52 466 3
232 434 2
380 20 3
130 394 3
188 55 3
215 67 3
265 65 2
154 103 2
386 451 3
7 30 2
138 453 3
74 357 3
309 455 1
499 129 2
318 421 3
75 307 2
401 394 3
444 195 3
379 224 3
185 91 2
206 291 3
466 67 1
321 456 2
483 426 3
97 386 1
223 385 2
20 174 3
58 332 1
292 441 2
214 28 3
73 414 1
169 470 3
127 313 3
483 238 2
372 243 2
358 248 3
266 202 1
170 144 2
94 80 3
230 392 2
115 25 2
412 266 3
212 10 3
49 226 2
413 345 3
89 134 1
128 296 3
271 464 3
249 437 1
186 308 3
50 379 3
167 479 3
341 249 2
198 140 3
56 94 1
217 160 3
41 349 3
345 162 3
264 408 2
250 258 3
426 379 1
190 437 2
445 97 3
177 25 1
137 484 2
39 427 3
491 104 1
37 142 2
269 51 3
300 363 2
222 333 3
240 124 3
498 139 1
406 180 3
384 436 3
78 398 1
52 395 2
446 160 3
379 211 1
385 87 2
183 189 3
428 78 3
457 238 2
294 277 3
212 99 1
323 157 3
236 39 3
369 449 1
358 400 3
30 23 3
165 256 2
267 486 3
136 151 3
257 66 1
270 164 3
271 87 3
74 296 2
243 263 3
245 316 3
499 364 2
331 113 2
135 187 3
65 97 1
285 388 2
492 198 3
446 360 2
483 437 2
334 324 3
486 471 1
252 337 2
182 96 3
113 199 3
8 269 2
132 61 3
87 376 2
480 305 2
402 43 3
347 470 1
230 322 2
401 76 3
450 420 3
257 394 3
330 382 3
210 125 2
242 341 2
258 184 3
115 40 2
101 188 2
372 374 3
224 67 3
98 465 3
498 291 3
1 95 1
339 63 3
290 319 3
179 129 3
431 307 2
295 319 3
450 432 3
286 452 2
21 337 3
180 192 2
105 66 3
298 416 3
446 375 1
64 25 2
28 259 3
340 287 1
166 252 2
85 109 3
479 314 1
383 101 3
188 220 3
412 463 1
290 48 3
119 484 3
30 223 3
232 358 2
11 2 3
461 179 1
239 395 3
127 270 3
10 6 1
490 252 2
41 390 3
382 164 1
473 334 2
408 3 3
494 248 2
110 112 3
225 377 3
57 12 1
498 90 2
436 58 3
412 473 3
447 151 3
280 418 3
294 226 2
338 263 2
428 169 3
198 139 1
493 240 2
90 235 3
496 215 1
325 5 3
366 16 3
223 342 2
315 415 2
434 457 3
41 324 2
371 112 2
421 388 3
376 249 1
85 448 3
17 106 3
464 125 2
256 80 2
467 220 3
10 376 1
420 341 2
328 379 3
359 134 3
88 169 3
350 273 3
226 187 1
387 231 3
187 211 3
110 396 3
118 445 2
296 186 3
363 59 2
334 171 2
135 381 3
93 214 1
475 105 2
60 307 3
13 27 1
382 225 2
403 430 3
361 432 1
399 60 3
125 46 3
322 480 1
19 302 2
450 11 3
105 166 2
241 249 2
303 233 3
332 206 3
140 479 2
409 245 3
134 167 1
411 76 2
234 129 3
138 266 2
212 411 2
163 269 3
213 266 1
485 256 2
183 66 3
303 226 2
304 120 2
60 466 3
164 341 3
134 140 2
469 440 3
267 484 3
258 122 3
184 353 3
167 392 1
363 51 2
389 33 3
102 153 1
77 24 2
171 338 3
285 111 1
48 214 2
16 170 3
377 150 2
142 322 2
57 219 3
43 436 1
181 337 2
383 264 3
280 257 1
125 409 3
460 307 3
251 176 1
367 319 2
38 115 3
343 273 2
363 411 3
240 45 3
368 251 1
8 480 2
260 350 3
306 483 2
438 431 2
75 73 3
332 442 1
169 164 3
465 9 3
311 56 1
243 454 3
319 227 3
208 198 1
473 294 2
469 163 3
81 411 1
209 436 2
301 243 3
242 27 2
360 289 2
452 215 3
398 4 3
222 347 2
173 169 3
171 231 1
167 109 2
418 361 3
369 238 3
257 374 3
150 9 3
120 316 3
7 87 3
31 486 3
221 203 1
1 64 2
181 401 3
65 27 3
159 191 2
162 300 3
236 176 2
136 205 2
433 196 3
488 365 1
467 417 2
69 459 3
190 257 2
352 34 2
246 166 3
77 32 1
293 16 2
287 447 3
74 17 2
445 366 2
259 192 3
277 35 1
35 368 3
58 412 3
90 114 3
356 413 2
63 42 3
298 497 2
412 378 3
400 281 3
274 385 3
449 454 2
178 46 3
207 455 1
120 340 2
324 405 3
156 226 2
212 266 2
216 481 3
320 321 1
110 391 2
354 95 3
322 124 2
289 380 2
43 388 3
115 192 3
360 88 3
399 188 3
52 349 3
178 75 3
398 16 3
317 491 1
46 315 2
466 79 3
29 224 2
436 342 2
186 82 3
72 449 2
345 426 2
263 282 3
97 241 3
390 18 3
364 434 3
245 263 3
456 435 2
482 216 3
280 404 2
477 144 2
171 237 3
114 354 1
207 310 2
383 421 3
340 240 1
205 49 2
345 407 3
467 361 3
190 226 3
230 243 3
134 415 3
109 392 3
434 293 3
455 309 1
314 326 2
95 279 3
204 152 1
165 403 2
420 155 3
288 143 2
240 191 3
208 264 3
65 25 1
425 453 3
400 65 3
297 22 2
83 438 2
192 336 3
383 69 3
141 481 2
198 206 3
152 247 3
125 72 2
258 286 3
30 365 3
222 179 2
314 196 3
247 415 2
105 396 2
482 430 3
48 464 1
189 429 2
29 363 3
389 253 2
58 161 2
169 231 3
249 36 2
7 180 2
344 219 3
343 389 2
424 285 2
234 309 3
203 358 3
209 90 2
460 295 3
339 236 1
168 417 2
287 229 3
108 328 1
352 405 3
463 324 3
305 31 3
79 337 2
295 372 3
372 97 1
